3.6,2
3.4,1.9
3,2.33
2.6,2
2.3,2
2.2,2.1
2.2,1.92
2.33851078,1.98
2.334081691,1.963583181
2.326827443,1.946556835
2.316935918,1.93091464
2.304663301,1.917061719
2.290327446,1.905356855
2.274299645,1.8961032
2.256995008,1.889540417
2.238861718,1.885838479
2.220369417,1.885093265
2.201997045,1.887324075
2.184220438,1.892473132
2.1675,1.900407079
2.152268782,1.910920429
2.138921264,1.923740894
2.12780314,1.93853643
2.119202364,1.95492384
2.113341691,1.972478699
2.11037291,1.990746345
2.11037291,2.009253655
2.113341691,2.027521301
2.119202364,2.04507616
2.12780314,2.06146357
2.138921264,2.076259106
2.152268782,2.089079571
2.1675,2.099592921
2.184220438,2.107526868
2.201997045,2.112675925
2.220369417,2.114906735
2.238861718,2.114161521
2.256995008,2.110459583
2.274299645,2.1038968
2.290327446,2.094643145
2.304663301,2.082938281
2.316935918,2.06908536
2.326827443,2.053443165
2.334081691,2.036416819
2.33851078,2.018447297
2.34,2
2.04,1.975
1.84,2
1.818205128,2.024983563
1.796410256,2.048652202
1.774615385,2.071005917
1.752820513,2.092044707
1.731025641,2.111768573
1.709230769,2.130177515
1.687435897,2.147271532
1.665641026,2.163050625
1.643846154,2.177514793
1.622051282,2.190664037
1.60025641,2.202498356
1.578461538,2.213017751
1.556666667,2.222222222
1.534871795,2.230111769
1.513076923,2.236686391
1.491282051,2.241946088
1.469487179,2.245890861
1.447692308,2.24852071
1.425897436,2.249835634
1.404102564,2.249835634
1.382307692,2.24852071
1.360512821,2.245890861
1.338717949,2.241946088
1.316923077,2.236686391
1.295128205,2.230111769
1.273333333,2.222222222
1.251538462,2.213017751
1.22974359,2.202498356
1.207948718,2.190664037
1.186153846,2.177514793
1.164358974,2.163050625
1.142564103,2.147271532
1.120769231,2.130177515
1.098974359,2.111768573
1.077179487,2.092044707
1.055384615,2.071005917
1.033589744,2.048652202
1.011794872,2.024983563
0.99,2
0.33,2
0.15,2.02
0.15,1.98
0.3,2
0.29851078,1.981552703
0.294081691,1.963583181
0.286827443,1.946556835
0.276935918,1.93091464
0.264663301,1.917061719
0.250327446,1.905356855
0.234299645,1.8961032
0.216995008,1.889540417
0.198861718,1.885838479
0.180369417,1.885093265
0.161997045,1.887324075
0.144220438,1.892473132
0.1275,1.900407079
0.112268782,1.910920429
0.098921264,1.923740894
0.08780314,1.93853643
0.079202364,1.95492384
0.073341691,1.972478699
0.07037291,1.990746345
0.07037291,2.009253655
0.073341691,2.027521301
0.079202364,2.04507616
0.08780314,2.06146357
0.098921264,2.076259106
0.112268782,2.089079571
0.1275,2.099592921
0.144220438,2.107526868
0.161997045,2.112675925
0.180369417,2.114906735
0.198861718,2.114161521
0.216995008,2.110459583
0.234299645,2.1038968
0.250327446,2.094643145
0.264663301,2.082938281
0.276935918,2.06908536
0.286827443,2.053443165
0.294081691,2.036416819
0.29851078,2.018447297
0.3,2
